CMD,%MEM,%CPU,PSR,TIME
specperl -I/home/cpu2017/bi,0.1,0.2,5,11760
/home/cpu2017/bin/specinvok,0.0,0.0,5,11760
/home/cpu2017/bin/specperl,0.5,0.2,5,11760
specperl -I/home/cpu2017/bi,0.1,0.0,5,11765
/home/cpu2017/bin/specperl,0.6,0.6,4,11765
specperl -I/home/cpu2017/bi,0.1,0.2,5,11765
/home/cpu2017/bin/specinvok,0.0,0.0,5,11765
/home/cpu2017/bin/specperl,0.5,0.2,5,11765
specperl -I/home/cpu2017/bi,0.1,0.0,5,11770
/home/cpu2017/bin/specperl,0.6,0.6,4,11770
specperl -I/home/cpu2017/bi,0.1,0.2,5,11770
/home/cpu2017/bin/specinvok,0.0,0.0,5,11770
/home/cpu2017/bin/specperl,0.5,0.2,5,11770
specperl -I/home/cpu2017/bi,0.1,0.0,5,11775
/home/cpu2017/bin/specperl,0.6,0.6,4,11775
specperl -I/home/cpu2017/bi,0.1,0.2,5,11775
/home/cpu2017/bin/specinvok,0.0,0.0,5,11775
/home/cpu2017/bin/specperl,0.5,0.2,5,11775
specperl -I/home/cpu2017/bi,0.1,0.0,5,11780
/home/cpu2017/bin/specperl,0.6,0.6,4,11780
specperl -I/home/cpu2017/bi,0.1,0.2,5,11780
/home/cpu2017/bin/specinvok,0.0,0.0,5,11780
/home/cpu2017/bin/specperl,0.5,0.2,5,11780
specperl -I/home/cpu2017/bi,0.1,0.0,5,11785
/home/cpu2017/bin/specperl,0.6,0.6,4,11785
specperl -I/home/cpu2017/bi,0.1,0.2,5,11785
/home/cpu2017/bin/specinvok,0.0,0.0,5,11785
/home/cpu2017/bin/specperl,0.5,0.2,5,11785
specperl -I/home/cpu2017/bi,0.1,0.0,5,11790
/home/cpu2017/bin/specperl,0.6,0.6,4,11790
specperl -I/home/cpu2017/bi,0.1,0.2,5,11790
/home/cpu2017/bin/specinvok,0.0,0.0,5,11790
/home/cpu2017/bin/specperl,0.5,0.2,5,11790
specperl -I/home/cpu2017/bi,0.1,0.0,5,11795
/home/cpu2017/bin/specperl,0.6,0.6,4,11795
specperl -I/home/cpu2017/bi,0.1,0.2,5,11795
/home/cpu2017/bin/specinvok,0.0,0.0,5,11795
/home/cpu2017/bin/specperl,0.5,0.2,5,11795
specperl -I/home/cpu2017/bi,0.1,0.0,5,11800
/home/cpu2017/bin/specperl,0.6,0.6,4,11800
specperl -I/home/cpu2017/bi,0.1,0.2,5,11800
/home/cpu2017/bin/specinvok,0.0,0.0,5,11800
/home/cpu2017/bin/specperl,0.5,0.2,5,11800
specperl -I/home/cpu2017/bi,0.1,0.0,5,11805
/home/cpu2017/bin/specperl,0.6,0.6,4,11805
specperl -I/home/cpu2017/bi,0.1,0.2,5,11805
/home/cpu2017/bin/specinvok,0.0,0.0,5,11805
/home/cpu2017/bin/specperl,0.5,0.2,5,11805
specperl -I/home/cpu2017/bi,0.1,0.0,5,11810
/home/cpu2017/bin/specperl,0.6,0.6,4,11810
specperl -I/home/cpu2017/bi,0.1,0.2,4,11810
/home/cpu2017/bin/specinvok,0.0,0.0,5,11810
/home/cpu2017/bin/specperl,0.5,0.2,4,11810
specperl -I/home/cpu2017/bi,0.1,0.0,5,11815
/home/cpu2017/bin/specperl,0.6,0.6,4,11815
specperl -I/home/cpu2017/bi,0.1,0.2,5,11815
/home/cpu2017/bin/specinvok,0.0,0.0,5,11815
/home/cpu2017/bin/specperl,0.5,0.0,5,11815
/home/cpu2017/bin/specperl,0.2,99.3,4,11815
/home/cpu2017/bin/specperl,0.2,99.0,5,11815
specperl -I/home/cpu2017/bi,0.1,0.0,5,11820
/home/cpu2017/bin/specperl,0.6,0.6,4,11820
specperl -I/home/cpu2017/bi,0.1,0.2,5,11820
/home/cpu2017/bin/specinvok,0.0,0.0,4,11820
/home/cpu2017/bin/specperl,0.5,0.0,5,11820
/home/cpu2017/bin/specperl,0.2,135,5,11820
/home/cpu2017/bin/specperl,0.2,129,4,11820
specperl -I/home/cpu2017/bi,0.1,0.0,5,11825
/home/cpu2017/bin/specperl,0.6,0.6,4,11825
specperl -I/home/cpu2017/bi,0.1,0.2,5,11825
/home/cpu2017/bin/specinvok,0.0,0.0,4,11825
/home/cpu2017/bin/specperl,0.5,0.0,5,11825
/home/cpu2017/bin/specperl,0.2,101,5,11825
/home/cpu2017/bin/specperl,0.2,102,4,11825
specperl -I/home/cpu2017/bi,0.1,0.0,5,11830
/home/cpu2017/bin/specperl,0.6,0.6,4,11830
specperl -I/home/cpu2017/bi,0.1,0.2,5,11830
/home/cpu2017/bin/specinvok,0.0,0.0,5,11830
/home/cpu2017/bin/specperl,0.5,0.1,5,11830
/home/cpu2017/bin/specperl,0.2,101,4,11830
/home/cpu2017/bin/specperl,0.2,101,5,11830
specperl -I/home/cpu2017/bi,0.1,0.0,5,11835
/home/cpu2017/bin/specperl,0.6,0.6,5,11835
specperl -I/home/cpu2017/bi,0.1,0.2,5,11835
/home/cpu2017/bin/specinvok,0.0,0.0,4,11835
/home/cpu2017/bin/specperl,0.5,0.0,5,11835
specperl -I/home/cpu2017/bi,0.1,0.0,5,11840
/home/cpu2017/bin/specperl,0.6,0.6,5,11840
specperl -I/home/cpu2017/bi,0.1,0.2,5,11840
/home/cpu2017/bin/specinvok,0.0,0.0,4,11840
/home/cpu2017/bin/specperl,0.5,0.2,5,11840
specperl -I/home/cpu2017/bi,0.1,0.0,5,11845
/home/cpu2017/bin/specperl,0.6,0.6,5,11845
specperl -I/home/cpu2017/bi,0.1,0.2,5,11845
/home/cpu2017/bin/specinvok,0.0,0.0,4,11845
/home/cpu2017/bin/specperl,0.5,0.2,5,11845
specperl -I/home/cpu2017/bi,0.1,0.0,5,11850
/home/cpu2017/bin/specperl,0.6,0.6,5,11850
specperl -I/home/cpu2017/bi,0.1,0.2,5,11850
/home/cpu2017/bin/specinvok,0.0,0.0,4,11850
/home/cpu2017/bin/specperl,0.5,0.2,5,11850
specperl -I/home/cpu2017/bi,0.1,0.0,5,11855
/home/cpu2017/bin/specperl,0.6,0.6,5,11855
specperl -I/home/cpu2017/bi,0.1,0.2,5,11855
/home/cpu2017/bin/specinvok,0.0,0.0,4,11855
/home/cpu2017/bin/specperl,0.5,0.2,5,11855
specperl -I/home/cpu2017/bi,0.1,0.0,5,11860
/home/cpu2017/bin/specperl,0.6,0.6,5,11860
specperl -I/home/cpu2017/bi,0.1,0.2,5,11860
/home/cpu2017/bin/specinvok,0.0,0.0,4,11860
/home/cpu2017/bin/specperl,0.5,0.2,5,11860
specperl -I/home/cpu2017/bi,0.1,0.0,5,11865
/home/cpu2017/bin/specperl,0.6,0.6,5,11865
specperl -I/home/cpu2017/bi,0.1,0.2,5,11865
/home/cpu2017/bin/specinvok,0.0,0.0,4,11865
/home/cpu2017/bin/specperl,0.5,0.2,5,11865
specperl -I/home/cpu2017/bi,0.1,0.0,5,11870
/home/cpu2017/bin/specperl,0.6,0.6,5,11870
specperl -I/home/cpu2017/bi,0.1,0.2,5,11870
/home/cpu2017/bin/specinvok,0.0,0.0,4,11870
/home/cpu2017/bin/specperl,0.5,0.2,5,11870
specperl -I/home/cpu2017/bi,0.1,0.0,5,11875
/home/cpu2017/bin/specperl,0.6,0.6,5,11875
specperl -I/home/cpu2017/bi,0.1,0.2,5,11875
/home/cpu2017/bin/specinvok,0.0,0.0,4,11875
/home/cpu2017/bin/specperl,0.5,0.2,5,11875
specperl -I/home/cpu2017/bi,0.1,0.0,5,11880
/home/cpu2017/bin/specperl,0.6,0.6,5,11880
specperl -I/home/cpu2017/bi,0.1,0.2,5,11880
/home/cpu2017/bin/specinvok,0.0,0.0,4,11880
/home/cpu2017/bin/specperl,0.5,0.2,5,11880
specperl -I/home/cpu2017/bi,0.1,0.0,5,11885
/home/cpu2017/bin/specperl,0.6,0.6,5,11885
specperl -I/home/cpu2017/bi,0.1,0.2,5,11885
/home/cpu2017/bin/specinvok,0.0,0.0,4,11885
/home/cpu2017/bin/specperl,0.5,0.2,5,11885
specperl -I/home/cpu2017/bi,0.1,0.0,5,11890
/home/cpu2017/bin/specperl,0.6,0.6,5,11890
specperl -I/home/cpu2017/bi,0.1,0.2,5,11890
/home/cpu2017/bin/specinvok,0.0,0.0,4,11890
/home/cpu2017/bin/specperl,0.5,0.2,5,11890
specperl -I/home/cpu2017/bi,0.1,0.0,5,11895
/home/cpu2017/bin/specperl,0.6,0.6,5,11895
specperl -I/home/cpu2017/bi,0.1,0.2,5,11895
/home/cpu2017/bin/specinvok,0.0,0.0,4,11895
/home/cpu2017/bin/specperl,0.5,0.2,5,11895
specperl -I/home/cpu2017/bi,0.1,0.0,5,11900
/home/cpu2017/bin/specperl,0.6,0.6,5,11900
specperl -I/home/cpu2017/bi,0.1,0.2,5,11900
/home/cpu2017/bin/specinvok,0.0,0.0,4,11900
/home/cpu2017/bin/specperl,0.5,0.2,5,11900
specperl -I/home/cpu2017/bi,0.1,0.0,5,11905
/home/cpu2017/bin/specperl,0.6,0.6,5,11905
specperl -I/home/cpu2017/bi,0.1,0.2,5,11905
/home/cpu2017/bin/specinvok,0.0,0.0,4,11905
/home/cpu2017/bin/specperl,0.5,0.2,5,11905
specperl -I/home/cpu2017/bi,0.1,0.0,5,11910
/home/cpu2017/bin/specperl,0.6,0.6,5,11910
specperl -I/home/cpu2017/bi,0.1,0.2,5,11910
/home/cpu2017/bin/specinvok,0.0,0.0,4,11910
/home/cpu2017/bin/specperl,0.5,0.2,5,11910
specperl -I/home/cpu2017/bi,0.1,0.0,5,11915
/home/cpu2017/bin/specperl,0.6,0.6,5,11915
specperl -I/home/cpu2017/bi,0.1,0.2,5,11915
/home/cpu2017/bin/specinvok,0.0,0.0,4,11915
/home/cpu2017/bin/specperl,0.5,0.2,5,11915
specperl -I/home/cpu2017/bi,0.1,0.0,5,11920
/home/cpu2017/bin/specperl,0.6,0.6,5,11920
specperl -I/home/cpu2017/bi,0.1,0.2,5,11920
/home/cpu2017/bin/specinvok,0.0,0.0,4,11920
/home/cpu2017/bin/specperl,0.5,0.2,5,11920
specperl -I/home/cpu2017/bi,0.1,0.0,5,11925
/home/cpu2017/bin/specperl,0.6,0.6,5,11925
specperl -I/home/cpu2017/bi,0.1,0.2,5,11925
/home/cpu2017/bin/specinvok,0.0,0.0,4,11925
/home/cpu2017/bin/specperl,0.5,0.2,5,11925
specperl -I/home/cpu2017/bi,0.1,0.0,5,11930
/home/cpu2017/bin/specperl,0.6,0.6,5,11930
specperl -I/home/cpu2017/bi,0.1,0.2,5,11930
/home/cpu2017/bin/specinvok,0.0,0.0,4,11930
/home/cpu2017/bin/specperl,0.5,0.2,5,11930
specperl -I/home/cpu2017/bi,0.1,0.0,5,11935
/home/cpu2017/bin/specperl,0.6,0.6,5,11935
specperl -I/home/cpu2017/bi,0.1,0.2,5,11935
/home/cpu2017/bin/specinvok,0.0,0.0,4,11935
/home/cpu2017/bin/specperl,0.5,0.2,5,11935
specperl -I/home/cpu2017/bi,0.1,0.0,5,11940
/home/cpu2017/bin/specperl,0.6,0.6,5,11940
specperl -I/home/cpu2017/bi,0.1,0.2,5,11940
/home/cpu2017/bin/specinvok,0.0,0.0,4,11940
/home/cpu2017/bin/specperl,0.5,0.2,5,11940
specperl -I/home/cpu2017/bi,0.1,0.0,5,11945
/home/cpu2017/bin/specperl,0.6,0.6,5,11945
specperl -I/home/cpu2017/bi,0.1,0.2,5,11945
/home/cpu2017/bin/specinvok,0.0,0.0,4,11945
/home/cpu2017/bin/specperl,0.5,0.2,5,11945
specperl -I/home/cpu2017/bi,0.1,0.0,5,11950
/home/cpu2017/bin/specperl,0.6,0.6,5,11950
specperl -I/home/cpu2017/bi,0.1,0.2,5,11950
/home/cpu2017/bin/specinvok,0.0,0.0,4,11950
/home/cpu2017/bin/specperl,0.5,0.2,5,11950
specperl -I/home/cpu2017/bi,0.1,0.0,5,11955
/home/cpu2017/bin/specperl,0.6,0.6,5,11955
specperl -I/home/cpu2017/bi,0.1,0.2,5,11955
/home/cpu2017/bin/specinvok,0.0,0.0,4,11955
/home/cpu2017/bin/specperl,0.5,0.2,5,11955
specperl -I/home/cpu2017/bi,0.1,0.0,5,11960
/home/cpu2017/bin/specperl,0.6,0.6,5,11960
specperl -I/home/cpu2017/bi,0.1,0.2,5,11960
/home/cpu2017/bin/specinvok,0.0,0.0,4,11960
/home/cpu2017/bin/specperl,0.5,0.2,5,11960
specperl -I/home/cpu2017/bi,0.1,0.0,5,11965
/home/cpu2017/bin/specperl,0.6,0.6,5,11965
specperl -I/home/cpu2017/bi,0.1,0.2,5,11965
/home/cpu2017/bin/specinvok,0.0,0.0,4,11965
/home/cpu2017/bin/specperl,0.5,0.2,5,11965
specperl -I/home/cpu2017/bi,0.1,0.0,5,11970
/home/cpu2017/bin/specperl,0.6,0.6,5,11970
specperl -I/home/cpu2017/bi,0.1,0.2,5,11970
/home/cpu2017/bin/specinvok,0.0,0.0,4,11970
/home/cpu2017/bin/specperl,0.5,0.2,5,11970
specperl -I/home/cpu2017/bi,0.1,0.0,5,11975
/home/cpu2017/bin/specperl,0.6,0.6,5,11975
specperl -I/home/cpu2017/bi,0.1,0.2,5,11975
/home/cpu2017/bin/specinvok,0.0,0.0,4,11975
/home/cpu2017/bin/specperl,0.5,0.2,5,11975
specperl -I/home/cpu2017/bi,0.1,0.0,5,11980
/home/cpu2017/bin/specperl,0.6,0.6,5,11980
specperl -I/home/cpu2017/bi,0.1,0.2,5,11980
/home/cpu2017/bin/specinvok,0.0,0.0,4,11980
/home/cpu2017/bin/specperl,0.5,0.2,5,11980
specperl -I/home/cpu2017/bi,0.1,0.0,5,11985
/home/cpu2017/bin/specperl,0.6,0.6,5,11985
specperl -I/home/cpu2017/bi,0.1,0.2,5,11985
/home/cpu2017/bin/specinvok,0.0,0.0,4,11985
/home/cpu2017/bin/specperl,0.5,0.2,5,11985
specperl -I/home/cpu2017/bi,0.1,0.0,5,11990
/home/cpu2017/bin/specperl,0.6,0.6,5,11990
specperl -I/home/cpu2017/bi,0.1,0.2,5,11990
/home/cpu2017/bin/specinvok,0.0,0.0,4,11990
/home/cpu2017/bin/specperl,0.5,0.2,5,11990
specperl -I/home/cpu2017/bi,0.1,0.0,5,11995
/home/cpu2017/bin/specperl,0.6,0.6,5,11995
specperl -I/home/cpu2017/bi,0.1,0.2,5,11995
/home/cpu2017/bin/specinvok,0.0,0.0,4,11995
/home/cpu2017/bin/specperl,0.5,0.2,5,11995
specperl -I/home/cpu2017/bi,0.1,0.0,5,12000
/home/cpu2017/bin/specperl,0.6,0.6,5,12000
specperl -I/home/cpu2017/bi,0.1,0.2,5,12000
/home/cpu2017/bin/specinvok,0.0,0.0,4,12000
/home/cpu2017/bin/specperl,0.5,0.2,5,12000
specperl -I/home/cpu2017/bi,0.1,0.0,5,12005
/home/cpu2017/bin/specperl,0.6,0.6,5,12005
specperl -I/home/cpu2017/bi,0.1,0.2,5,12005
/home/cpu2017/bin/specinvok,0.0,0.0,4,12005
/home/cpu2017/bin/specperl,0.5,0.2,5,12005
specperl -I/home/cpu2017/bi,0.1,0.0,5,12010
/home/cpu2017/bin/specperl,0.6,0.5,5,12010
specperl -I/home/cpu2017/bi,0.1,0.2,5,12010
/home/cpu2017/bin/specinvok,0.0,0.0,4,12010
/home/cpu2017/bin/specperl,0.5,0.2,5,12010
specperl -I/home/cpu2017/bi,0.1,0.0,5,12015
/home/cpu2017/bin/specperl,0.6,0.5,5,12015
specperl -I/home/cpu2017/bi,0.1,0.2,5,12015
/home/cpu2017/bin/specinvok,0.0,0.0,4,12015
/home/cpu2017/bin/specperl,0.5,0.2,5,12015
specperl -I/home/cpu2017/bi,0.1,0.0,5,12020
/home/cpu2017/bin/specperl,0.6,0.5,5,12020
specperl -I/home/cpu2017/bi,0.1,0.2,5,12020
/home/cpu2017/bin/specinvok,0.0,0.0,4,12020
/home/cpu2017/bin/specperl,0.5,0.2,5,12020
specperl -I/home/cpu2017/bi,0.1,0.0,5,12025
/home/cpu2017/bin/specperl,0.6,0.5,5,12025
specperl -I/home/cpu2017/bi,0.1,0.2,5,12025
/home/cpu2017/bin/specinvok,0.0,0.0,4,12025
/home/cpu2017/bin/specperl,0.5,0.2,5,12025
specperl -I/home/cpu2017/bi,0.1,0.0,5,12030
/home/cpu2017/bin/specperl,0.6,0.5,5,12030
specperl -I/home/cpu2017/bi,0.1,0.2,5,12030
/home/cpu2017/bin/specinvok,0.0,0.0,4,12030
/home/cpu2017/bin/specperl,0.5,0.2,5,12030
specperl -I/home/cpu2017/bi,0.1,0.0,5,12035
/home/cpu2017/bin/specperl,0.6,0.5,5,12035
specperl -I/home/cpu2017/bi,0.1,0.2,5,12035
/home/cpu2017/bin/specinvok,0.0,0.0,4,12035
/home/cpu2017/bin/specperl,0.5,0.2,5,12035
specperl -I/home/cpu2017/bi,0.1,0.0,5,12040
/home/cpu2017/bin/specperl,0.6,0.5,5,12040
specperl -I/home/cpu2017/bi,0.1,0.2,5,12040
/home/cpu2017/bin/specinvok,0.0,0.0,4,12040
/home/cpu2017/bin/specperl,0.5,0.2,5,12040
specperl -I/home/cpu2017/bi,0.1,0.0,5,12045
/home/cpu2017/bin/specperl,0.6,0.5,5,12045
specperl -I/home/cpu2017/bi,0.1,0.2,5,12045
/home/cpu2017/bin/specinvok,0.0,0.0,4,12045
/home/cpu2017/bin/specperl,0.5,0.2,5,12045
specperl -I/home/cpu2017/bi,0.1,0.0,5,12050
/home/cpu2017/bin/specperl,0.6,0.5,5,12050
specperl -I/home/cpu2017/bi,0.1,0.2,5,12050
/home/cpu2017/bin/specinvok,0.0,0.0,4,12050
/home/cpu2017/bin/specperl,0.5,0.2,5,12050
specperl -I/home/cpu2017/bi,0.1,0.0,5,12055
/home/cpu2017/bin/specperl,0.6,0.5,5,12055
specperl -I/home/cpu2017/bi,0.1,0.2,5,12055
/home/cpu2017/bin/specinvok,0.0,0.0,4,12055
/home/cpu2017/bin/specperl,0.5,0.2,5,12055
specperl -I/home/cpu2017/bi,0.1,0.0,5,12060
/home/cpu2017/bin/specperl,0.6,0.5,5,12060
specperl -I/home/cpu2017/bi,0.1,0.2,5,12060
/home/cpu2017/bin/specinvok,0.0,0.0,4,12060
/home/cpu2017/bin/specperl,0.5,0.2,5,12060
specperl -I/home/cpu2017/bi,0.1,0.0,5,12065
/home/cpu2017/bin/specperl,0.6,0.5,5,12065
specperl -I/home/cpu2017/bi,0.1,0.2,5,12065
/home/cpu2017/bin/specinvok,0.0,0.0,4,12065
/home/cpu2017/bin/specperl,0.5,0.2,5,12065
specperl -I/home/cpu2017/bi,0.1,0.0,5,12070
/home/cpu2017/bin/specperl,0.6,0.5,5,12070
specperl -I/home/cpu2017/bi,0.1,0.2,5,12070
/home/cpu2017/bin/specinvok,0.0,0.0,4,12070
/home/cpu2017/bin/specperl,0.5,0.2,5,12070
specperl -I/home/cpu2017/bi,0.1,0.0,5,12075
/home/cpu2017/bin/specperl,0.6,0.5,5,12075
specperl -I/home/cpu2017/bi,0.1,0.2,5,12075
/home/cpu2017/bin/specinvok,0.0,0.0,4,12075
/home/cpu2017/bin/specperl,0.5,0.2,5,12075
specperl -I/home/cpu2017/bi,0.1,0.0,5,12080
/home/cpu2017/bin/specperl,0.6,0.5,5,12080
specperl -I/home/cpu2017/bi,0.1,0.2,5,12080
/home/cpu2017/bin/specinvok,0.0,0.0,4,12080
/home/cpu2017/bin/specperl,0.5,0.2,5,12080
specperl -I/home/cpu2017/bi,0.1,0.0,5,12085
/home/cpu2017/bin/specperl,0.6,0.5,5,12085
specperl -I/home/cpu2017/bi,0.1,0.2,5,12085
/home/cpu2017/bin/specinvok,0.0,0.0,4,12085
/home/cpu2017/bin/specperl,0.5,0.2,5,12085
specperl -I/home/cpu2017/bi,0.1,0.0,5,12090
/home/cpu2017/bin/specperl,0.6,0.5,5,12090
specperl -I/home/cpu2017/bi,0.1,0.2,5,12090
/home/cpu2017/bin/specinvok,0.0,0.0,4,12090
/home/cpu2017/bin/specperl,0.5,0.2,5,12090
specperl -I/home/cpu2017/bi,0.1,0.0,5,12095
/home/cpu2017/bin/specperl,0.6,0.5,5,12095
specperl -I/home/cpu2017/bi,0.1,0.2,5,12095
/home/cpu2017/bin/specinvok,0.0,0.0,4,12095
/home/cpu2017/bin/specperl,0.5,0.2,5,12095
specperl -I/home/cpu2017/bi,0.1,0.0,5,12100
/home/cpu2017/bin/specperl,0.6,0.5,5,12100
specperl -I/home/cpu2017/bi,0.1,0.2,5,12100
/home/cpu2017/bin/specinvok,0.0,0.0,4,12100
/home/cpu2017/bin/specperl,0.5,0.2,5,12100
specperl -I/home/cpu2017/bi,0.1,0.0,5,12105
/home/cpu2017/bin/specperl,0.6,0.5,5,12105
specperl -I/home/cpu2017/bi,0.1,0.2,5,12105
/home/cpu2017/bin/specinvok,0.0,0.0,4,12105
/home/cpu2017/bin/specperl,0.5,0.2,5,12105
specperl -I/home/cpu2017/bi,0.1,0.0,5,12110
/home/cpu2017/bin/specperl,0.6,0.5,5,12110
specperl -I/home/cpu2017/bi,0.1,0.2,5,12110
/home/cpu2017/bin/specinvok,0.0,0.0,4,12110
/home/cpu2017/bin/specperl,0.5,0.2,5,12110
specperl -I/home/cpu2017/bi,0.1,0.0,5,12115
/home/cpu2017/bin/specperl,0.6,0.5,5,12115
specperl -I/home/cpu2017/bi,0.1,0.2,5,12115
/home/cpu2017/bin/specinvok,0.0,0.0,4,12115
/home/cpu2017/bin/specperl,0.5,0.2,5,12115
specperl -I/home/cpu2017/bi,0.1,0.0,5,12120
/home/cpu2017/bin/specperl,0.6,0.5,5,12120
specperl -I/home/cpu2017/bi,0.1,0.2,5,12120
/home/cpu2017/bin/specinvok,0.0,0.0,4,12120
/home/cpu2017/bin/specperl,0.5,0.2,5,12120
specperl -I/home/cpu2017/bi,0.1,0.0,5,12125
/home/cpu2017/bin/specperl,0.6,0.5,5,12125
specperl -I/home/cpu2017/bi,0.1,0.2,5,12125
/home/cpu2017/bin/specinvok,0.0,0.0,4,12125
/home/cpu2017/bin/specperl,0.5,0.2,5,12125
specperl -I/home/cpu2017/bi,0.1,0.0,5,12130
/home/cpu2017/bin/specperl,0.6,0.5,5,12130
specperl -I/home/cpu2017/bi,0.1,0.2,5,12130
/home/cpu2017/bin/specinvok,0.0,0.0,4,12130
/home/cpu2017/bin/specperl,0.5,0.2,5,12130
specperl -I/home/cpu2017/bi,0.1,0.0,5,12135
/home/cpu2017/bin/specperl,0.6,0.5,5,12135
specperl -I/home/cpu2017/bi,0.1,0.2,5,12135
/home/cpu2017/bin/specinvok,0.0,0.0,4,12135
/home/cpu2017/bin/specperl,0.5,0.2,5,12135
specperl -I/home/cpu2017/bi,0.1,0.0,5,12140
/home/cpu2017/bin/specperl,0.6,0.5,5,12140
specperl -I/home/cpu2017/bi,0.1,0.2,5,12140
/home/cpu2017/bin/specinvok,0.0,0.0,4,12140
/home/cpu2017/bin/specperl,0.5,0.2,5,12140
specperl -I/home/cpu2017/bi,0.1,0.0,5,12145
/home/cpu2017/bin/specperl,0.6,0.5,5,12145
specperl -I/home/cpu2017/bi,0.1,0.2,5,12145
/home/cpu2017/bin/specinvok,0.0,0.0,4,12145
/home/cpu2017/bin/specperl,0.5,0.2,5,12145
specperl -I/home/cpu2017/bi,0.1,0.0,5,12150
/home/cpu2017/bin/specperl,0.6,0.5,5,12150
specperl -I/home/cpu2017/bi,0.1,0.2,5,12150
/home/cpu2017/bin/specinvok,0.0,0.0,4,12150
/home/cpu2017/bin/specperl,0.5,0.2,5,12150
specperl -I/home/cpu2017/bi,0.1,0.0,5,12155
/home/cpu2017/bin/specperl,0.6,0.5,5,12155
specperl -I/home/cpu2017/bi,0.1,0.2,5,12155
/home/cpu2017/bin/specinvok,0.0,0.0,4,12155
/home/cpu2017/bin/specperl,0.5,0.2,5,12155
specperl -I/home/cpu2017/bi,0.1,0.0,5,12160
/home/cpu2017/bin/specperl,0.6,0.5,5,12160
specperl -I/home/cpu2017/bi,0.1,0.2,5,12160
/home/cpu2017/bin/specinvok,0.0,0.0,4,12160
/home/cpu2017/bin/specperl,0.5,0.2,5,12160
specperl -I/home/cpu2017/bi,0.1,0.0,5,12165
/home/cpu2017/bin/specperl,0.6,0.5,5,12165
specperl -I/home/cpu2017/bi,0.1,0.2,5,12165
/home/cpu2017/bin/specinvok,0.0,0.0,4,12165
/home/cpu2017/bin/specperl,0.5,0.2,5,12165
specperl -I/home/cpu2017/bi,0.1,0.0,5,12170
/home/cpu2017/bin/specperl,0.6,0.5,5,12170
specperl -I/home/cpu2017/bi,0.1,0.2,5,12170
/home/cpu2017/bin/specinvok,0.0,0.0,4,12170
/home/cpu2017/bin/specperl,0.5,0.2,5,12170
specperl -I/home/cpu2017/bi,0.1,0.0,5,12175
/home/cpu2017/bin/specperl,0.6,0.5,5,12175
specperl -I/home/cpu2017/bi,0.1,0.2,5,12175
/home/cpu2017/bin/specinvok,0.0,0.0,4,12175
/home/cpu2017/bin/specperl,0.5,0.2,5,12175
specperl -I/home/cpu2017/bi,0.1,0.0,5,12180
/home/cpu2017/bin/specperl,0.6,0.5,5,12180
specperl -I/home/cpu2017/bi,0.1,0.2,5,12180
/home/cpu2017/bin/specinvok,0.0,0.0,4,12180
/home/cpu2017/bin/specperl,0.5,0.2,5,12180
specperl -I/home/cpu2017/bi,0.1,0.0,5,12185
/home/cpu2017/bin/specperl,0.6,0.5,5,12185
specperl -I/home/cpu2017/bi,0.1,0.2,5,12185
/home/cpu2017/bin/specinvok,0.0,0.0,4,12185
/home/cpu2017/bin/specperl,0.5,0.2,5,12185
specperl -I/home/cpu2017/bi,0.1,0.0,5,12190
/home/cpu2017/bin/specperl,0.6,0.5,5,12190
specperl -I/home/cpu2017/bi,0.1,0.2,5,12190
/home/cpu2017/bin/specinvok,0.0,0.0,4,12190
/home/cpu2017/bin/specperl,0.5,0.2,5,12190
specperl -I/home/cpu2017/bi,0.1,0.0,5,12195
/home/cpu2017/bin/specperl,0.6,0.5,5,12195
specperl -I/home/cpu2017/bi,0.1,0.2,5,12195
/home/cpu2017/bin/specinvok,0.0,0.0,4,12195
/home/cpu2017/bin/specperl,0.5,0.2,5,12195
specperl -I/home/cpu2017/bi,0.1,0.0,5,12200
/home/cpu2017/bin/specperl,0.6,0.5,5,12200
specperl -I/home/cpu2017/bi,0.1,0.2,5,12200
/home/cpu2017/bin/specinvok,0.0,0.0,4,12200
/home/cpu2017/bin/specperl,0.5,0.2,5,12200
specperl -I/home/cpu2017/bi,0.1,0.0,5,12205
/home/cpu2017/bin/specperl,0.6,0.5,5,12205
specperl -I/home/cpu2017/bi,0.1,0.2,5,12205
/home/cpu2017/bin/specinvok,0.0,0.0,4,12205
/home/cpu2017/bin/specperl,0.5,0.2,5,12205
specperl -I/home/cpu2017/bi,0.1,0.0,5,12210
/home/cpu2017/bin/specperl,0.6,0.5,5,12210
specperl -I/home/cpu2017/bi,0.1,0.2,5,12210
/home/cpu2017/bin/specinvok,0.0,0.0,4,12210
/home/cpu2017/bin/specperl,0.5,0.2,5,12210
specperl -I/home/cpu2017/bi,0.1,0.0,5,12215
/home/cpu2017/bin/specperl,0.6,0.5,5,12215
specperl -I/home/cpu2017/bi,0.1,0.2,5,12215
/home/cpu2017/bin/specinvok,0.0,0.0,4,12215
/home/cpu2017/bin/specperl,0.5,0.2,5,12215
specperl -I/home/cpu2017/bi,0.1,0.0,5,12220
/home/cpu2017/bin/specperl,0.6,0.5,5,12220
specperl -I/home/cpu2017/bi,0.1,0.2,5,12220
/home/cpu2017/bin/specinvok,0.0,0.0,4,12220
/home/cpu2017/bin/specperl,0.5,0.2,5,12220
specperl -I/home/cpu2017/bi,0.1,0.0,5,12225
